path,top_dir,biz_category,code_kind,language,effective_loc
tui/agent_tools.go,tui,Backend/Core,prod,Go,1178
tui/app.go,tui,Backend/Core,prod,Go,491
tui/commands/audit.go,tui,Backend/Core,prod,Go,80
tui/commands/clawnet.go,tui,Backend/Core,prod,Go,1214
tui/commands/config.go,tui,Backend/Core,prod,Go,219
tui/commands/file_config_store.go,tui,Backend/Core,prod,Go,46
tui/commands/gossip.go,tui,Backend/Core,prod,Go,330
tui/commands/hub_client.go,tui,Backend/Core,prod,Go,110
tui/commands/llm.go,tui,Backend/Core,prod,Go,420
tui/commands/loop.go,tui,Backend/Core,prod,Go,80
tui/commands/mcp.go,tui,Backend/Core,prod,Go,368
tui/commands/memory.go,tui,Backend/Core,prod,Go,311
tui/commands/nlskill.go,tui,Backend/Core,prod,Go,370
tui/commands/output.go,tui,Backend/Core,prod,Go,36
tui/commands/policy.go,tui,Backend/Core,prod,Go,46
tui/commands/remote.go,tui,Backend/Core,prod,Go,121
tui/commands/schedule.go,tui,Backend/Core,prod,Go,168
tui/commands/session.go,tui,Backend/Core,prod,Go,204
tui/commands/skill.go,tui,Backend/Core,prod,Go,381
tui/commands/skillhub.go,tui,Backend/Core,prod,Go,401
tui/commands/skillmarket.go,tui,Backend/Core,prod,Go,259
tui/commands/swarm.go,tui,Backend/Core,prod,Go,172
tui/commands/system.go,tui,Backend/Core,prod,Go,105
tui/commands/template.go,tui,Backend/Core,prod,Go,108
tui/commands/tool.go,tui,Backend/Core,prod,Go,101
tui/config_watcher.go,tui,Backend/Core,prod,Go,98
tui/event_bridge.go,tui,Backend/Core,prod,Go,41
tui/gossip_detector.go,tui,Backend/Core,prod,Go,219
tui/logger.go,tui,Backend/Core,prod,Go,48
tui/main.go,tui,Backend/Core,prod,Go,303
tui/qqbot_gateway.go,tui,Backend/Core,prod,Go,125
tui/session_manager.go,tui,Backend/Core,prod,Go,212
tui/session_pty_other.go,tui,Backend/Core,prod,Go,106
tui/session_pty_windows.go,tui,Backend/Core,prod,Go,186
tui/telegram_gateway.go,tui,Backend/Core,prod,Go,97
tui/tool_launch_env.go,tui,Backend/Core,prod,Go,344
tui/tool_launcher.go,tui,Backend/Core,prod,Go,185
tui/views/audit.go,tui,Backend/Core,prod,Go,168
tui/views/chat.go,tui,Backend/Core,prod,Go,241
tui/views/clawnet.go,tui,Backend/Core,prod,Go,198
tui/views/config.go,tui,Backend/Core,prod,Go,192
tui/views/help.go,tui,Backend/Core,prod,Go,102
tui/views/memory.go,tui,Backend/Core,prod,Go,88
tui/views/root.go,tui,Backend/Core,prod,Go,227
tui/views/schedule.go,tui,Backend/Core,prod,Go,99
tui/views/session_create.go,tui,Backend/Core,prod,Go,126
tui/views/session_detail.go,tui,Backend/Core,prod,Go,101
tui/views/session_list.go,tui,Backend/Core,prod,Go,121
tui/views/status_bar.go,tui,Backend/Core,prod,Go,46
tui/views/tool_status.go,tui,Backend/Core,prod,Go,79
